Success,Failed,Reason,Company,Job URL,Timestamp
,FAILED,Submission failed (no confirmation),WebFX,https://app.joinhandshake.com/jobs/10649323,2026-06-05 20:29:45
,FAILED,External Application,Mechanize,https://app.joinhandshake.com/jobs/10539768,2026-06-05 20:29:46
,FAILED,External Application,Mechanize,https://app.joinhandshake.com/jobs/10539768,2026-06-05 20:29:56
,FAILED,External Application,TexcelVision,https://app.joinhandshake.com/jobs/11072100,2026-06-05 20:29:58
,FAILED,External Application,TexcelVision,https://app.joinhandshake.com/jobs/11072100,2026-06-05 20:30:09
SUCCESS,,Applied,Equal_Opportunity_Ventures,https://app.joinhandshake.com/jobs/11094174,2026-06-05 20:30:15
,FAILED,Already Applied,Equal_Opportunity_Ventures,https://app.joinhandshake.com/jobs/11094174,2026-06-05 20:30:20
,FAILED,External Application,A_Round_Entertainment,https://app.joinhandshake.com/jobs/11047396,2026-06-05 20:30:26
,FAILED,External Application,A_Round_Entertainment,https://app.joinhandshake.com/jobs/11047396,2026-06-05 20:30:31
,FAILED,External Application,Needham_Public_Schools,https://app.joinhandshake.com/jobs/11067242,2026-06-05 20:30:37
,FAILED,External Application,Needham_Public_Schools,https://app.joinhandshake.com/jobs/11067242,2026-06-05 20:30:43
SUCCESS,,Applied,Ody,https://app.joinhandshake.com/jobs/11086265,2026-06-05 20:30:54
,FAILED,Submission failed (no confirmation),Ody,https://app.joinhandshake.com/jobs/11086265,2026-06-05 20:31:03
SUCCESS,,Applied,Lennox_Industries,https://app.joinhandshake.com/jobs/11056380,2026-06-05 20:31:10
,FAILED,Already Applied,Lennox_Industries,https://app.joinhandshake.com/jobs/11056380,2026-06-05 20:31:15
SUCCESS,,Applied,Mobile_Programming_LLC,https://app.joinhandshake.com/jobs/11047389,2026-06-05 20:31:44
,FAILED,External Application,NIST_Professional_Research_Experience_Program_(PREP),https://app.joinhandshake.com/jobs/10891219,2026-06-05 20:31:55
,FAILED,Submission failed (no confirmation),Mobile_Programming_LLC,https://app.joinhandshake.com/jobs/11047389,2026-06-05 20:31:56
,FAILED,External Application,NIST_Professional_Research_Experience_Program_(PREP),https://app.joinhandshake.com/jobs/10891219,2026-06-05 20:32:08
SUCCESS,,Applied,Shimadzu_USA_Mfg_Inc.,https://app.joinhandshake.com/jobs/11030705,2026-06-05 20:32:29
,FAILED,External Application,Allegion,https://app.joinhandshake.com/jobs/11054117,2026-06-05 20:32:40
,FAILED,Submission failed (no confirmation),Shimadzu_USA_Mfg_Inc.,https://app.joinhandshake.com/jobs/11030705,2026-06-05 20:32:46
,FAILED,External Application,Albemarle_County_VA_Public_Schools,https://app.joinhandshake.com/jobs/11085896,2026-06-05 20:32:51
,FAILED,External Application,Allegion,https://app.joinhandshake.com/jobs/11054117,2026-06-05 20:32:58
,FAILED,External Application,Maryland_State_Government,https://app.joinhandshake.com/jobs/11041425,2026-06-05 20:33:02
,FAILED,External Application,Albemarle_County_VA_Public_Schools,https://app.joinhandshake.com/jobs/11085896,2026-06-05 20:33:09
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10821993,2026-06-05 20:33:20
,FAILED,External Application,Maryland_State_Government,https://app.joinhandshake.com/jobs/11041425,2026-06-05 20:33:20
,FAILED,External Application,Quantcast,https://app.joinhandshake.com/jobs/11026894,2026-06-05 20:33:31
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10821993,2026-06-05 20:33:32
,FAILED,External Application,Quantcast,https://app.joinhandshake.com/jobs/11026894,2026-06-05 20:33:43
SUCCESS,,Applied,Republic_Airways,https://app.joinhandshake.com/jobs/10852918,2026-06-05 20:33:48
,FAILED,Already Applied,Republic_Airways,https://app.joinhandshake.com/jobs/10852918,2026-06-05 20:33:55
,FAILED,External Application,WellRithms_Inc.,https://app.joinhandshake.com/jobs/11087375,2026-06-05 20:33:59
,FAILED,External Application,WellRithms_Inc.,https://app.joinhandshake.com/jobs/11087375,2026-06-05 20:34:06
SUCCESS,,Applied,G&A,https://app.joinhandshake.com/jobs/11071120,2026-06-05 20:34:32
,FAILED,External Application,BetterCampus,https://app.joinhandshake.com/jobs/11095069,2026-06-05 20:34:43
,FAILED,Submission failed (no confirmation),G&A,https://app.joinhandshake.com/jobs/11071120,2026-06-05 20:34:43
,FAILED,External Application,Saalex_Corporation,https://app.joinhandshake.com/jobs/10941783,2026-06-05 20:34:55
,FAILED,External Application,BetterCampus,https://app.joinhandshake.com/jobs/11095069,2026-06-05 20:34:55
,FAILED,External Application,Saalex_Corporation,https://app.joinhandshake.com/jobs/10941783,2026-06-05 20:35:06
SUCCESS,,Applied,SFORCE_IT,https://app.joinhandshake.com/jobs/11095593,2026-06-05 20:35:12
,FAILED,Already Applied,SFORCE_IT,https://app.joinhandshake.com/jobs/11095593,2026-06-05 20:35:18
,FAILED,External Application,Atlas_Network,https://app.joinhandshake.com/jobs/11077244,2026-06-05 20:35:23
,FAILED,External Application,Atlas_Network,https://app.joinhandshake.com/jobs/11077244,2026-06-05 20:35:29
SUCCESS,,Applied,ZenZiee_Corp.,https://app.joinhandshake.com/jobs/11032341,2026-06-05 20:35:58
,FAILED,Submission failed (no confirmation),ZenZiee_Corp.,https://app.joinhandshake.com/jobs/11032341,2026-06-05 20:36:07
,FAILED,External Application,The_Christian_Broadcasting_Network,https://app.joinhandshake.com/jobs/10763309,2026-06-05 20:36:09
,FAILED,External Application,The_Christian_Broadcasting_Network,https://app.joinhandshake.com/jobs/10763309,2026-06-05 20:36:18
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10849851,2026-06-05 20:36:27
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10849851,2026-06-05 20:36:30
SUCCESS,,Applied,MCC_Economics_and_Finance,https://app.joinhandshake.com/jobs/11031881,2026-06-05 20:37:02
,FAILED,Submission failed (no confirmation),MCC_Economics_and_Finance,https://app.joinhandshake.com/jobs/11031881,2026-06-05 20:37:07
,FAILED,Apply button not found,EndRun_LLC,https://app.joinhandshake.com/jobs/11068881,2026-06-05 20:37:13
SUCCESS,,Applied,EndRun_LLC,https://app.joinhandshake.com/jobs/11068881,2026-06-05 20:37:24
,FAILED,Submission failed (no confirmation),iCYLON_LLC,https://app.joinhandshake.com/jobs/10970530,2026-06-05 20:37:34
,FAILED,Submission failed (no confirmation),iCYLON_LLC,https://app.joinhandshake.com/jobs/10970530,2026-06-05 20:37:45
SUCCESS,,Applied,Wackowave,https://app.joinhandshake.com/jobs/11080947,2026-06-05 20:37:51
,FAILED,Already Applied,Wackowave,https://app.joinhandshake.com/jobs/11080947,2026-06-05 20:37:56
SUCCESS,,Applied,Neurohire.ai,https://app.joinhandshake.com/jobs/11050924,2026-06-05 20:38:08
,FAILED,Submission failed (no confirmation),Neurohire.ai,https://app.joinhandshake.com/jobs/11050924,2026-06-05 20:38:17
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10827096,2026-06-05 20:38:27
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10827096,2026-06-05 20:38:28
,FAILED,External Application,Northern_Wasco_County_PUD,https://app.joinhandshake.com/jobs/11098483,2026-06-05 20:38:38
,FAILED,External Application,Northern_Wasco_County_PUD,https://app.joinhandshake.com/jobs/11098483,2026-06-05 20:38:40
,FAILED,External Application,Unify_Energy_Solutions,https://app.joinhandshake.com/jobs/11096427,2026-06-05 20:38:50
,FAILED,External Application,Unify_Energy_Solutions,https://app.joinhandshake.com/jobs/11096427,2026-06-05 20:38:51
SUCCESS,,Applied,Capgemini_America_Inc.,https://app.joinhandshake.com/jobs/11050136,2026-06-05 20:39:23
,FAILED,Submission failed (no confirmation),Capgemini_America_Inc.,https://app.joinhandshake.com/jobs/11050136,2026-06-05 20:39:29
,FAILED,Submission failed (no confirmation),iCustomer,https://app.joinhandshake.com/jobs/10991642,2026-06-05 20:39:44
,FAILED,Submission failed (no confirmation),iCustomer,https://app.joinhandshake.com/jobs/10991642,2026-06-05 20:39:50
SUCCESS,,Applied,KVH_Kosher_Certification,https://app.joinhandshake.com/jobs/11057539,2026-06-05 20:40:18
,FAILED,Submission failed (no confirmation),KVH_Kosher_Certification,https://app.joinhandshake.com/jobs/11057539,2026-06-05 20:40:26
SUCCESS,,Applied,Frida,https://app.joinhandshake.com/jobs/11074818,2026-06-05 20:40:34
,FAILED,Already Applied,Frida,https://app.joinhandshake.com/jobs/11074818,2026-06-05 20:40:37
,FAILED,External Application,Space_Dynamics_Laboratory,https://app.joinhandshake.com/jobs/11075170,2026-06-05 20:40:46
,FAILED,External Application,Space_Dynamics_Laboratory,https://app.joinhandshake.com/jobs/11075170,2026-06-05 20:40:49
SUCCESS,,Applied,Sain_Technologies,https://app.joinhandshake.com/jobs/10686816,2026-06-05 20:41:04
,FAILED,Submission failed (no confirmation),Sain_Technologies,https://app.joinhandshake.com/jobs/10686816,2026-06-05 20:41:10
,FAILED,External Application,STRDL_Managment,https://app.joinhandshake.com/jobs/11054718,2026-06-05 20:41:16
,FAILED,External Application,STRDL_Managment,https://app.joinhandshake.com/jobs/11054718,2026-06-05 20:41:21
SUCCESS,,Applied,NGAI_HOSTING,https://app.joinhandshake.com/jobs/10917986,2026-06-05 20:41:33
,FAILED,Submission failed (no confirmation),NGAI_HOSTING,https://app.joinhandshake.com/jobs/10917986,2026-06-05 20:41:42
SUCCESS,,Applied,Elevent,https://app.joinhandshake.com/jobs/11044147,2026-06-05 20:42:07
,FAILED,Submission failed (no confirmation),Elevent,https://app.joinhandshake.com/jobs/11044147,2026-06-05 20:42:20
SUCCESS,,Applied,Launch_Institute_of_Technology,https://app.joinhandshake.com/jobs/11107172,2026-06-05 20:42:24
,FAILED,Already Applied,Launch_Institute_of_Technology,https://app.joinhandshake.com/jobs/11107172,2026-06-05 20:42:31
,FAILED,External Application,Corning_Incorporated,https://app.joinhandshake.com/jobs/11083530,2026-06-05 20:42:35
,FAILED,External Application,Corning_Incorporated,https://app.joinhandshake.com/jobs/11083530,2026-06-05 20:42:42
SUCCESS,,Applied,University_of_Pittsburgh,https://app.joinhandshake.com/jobs/11079048,2026-06-05 20:42:52
,FAILED,Submission failed (no confirmation),University_of_Pittsburgh,https://app.joinhandshake.com/jobs/11079048,2026-06-05 20:43:03
,FAILED,Submission failed (no confirmation),Naval_Surface_Warfare_Center_Dahlgren_Division_(NSWCDD),https://app.joinhandshake.com/jobs/11060926,2026-06-05 20:43:13
,FAILED,Submission failed (no confirmation),Naval_Surface_Warfare_Center_Dahlgren_Division_(NSWCDD),https://app.joinhandshake.com/jobs/11060926,2026-06-05 20:43:24
,FAILED,External Application,Quartus_Engineering,https://app.joinhandshake.com/jobs/11036194,2026-06-05 20:43:25
,FAILED,External Application,Quartus_Engineering,https://app.joinhandshake.com/jobs/11036194,2026-06-05 20:43:36
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11009355,2026-06-05 20:43:43
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11009355,2026-06-05 20:43:47
SUCCESS,,Applied,Alterknit_New_York,https://app.joinhandshake.com/jobs/11095189,2026-06-05 20:44:18
,FAILED,Submission failed (no confirmation),Alterknit_New_York,https://app.joinhandshake.com/jobs/11095189,2026-06-05 20:44:23
SUCCESS,,Applied,Blueera_Technologies_Inc.,https://app.joinhandshake.com/jobs/11080822,2026-06-05 20:44:35
,FAILED,Submission failed (no confirmation),Blueera_Technologies_Inc.,https://app.joinhandshake.com/jobs/11080822,2026-06-05 20:44:44
,FAILED,External Application,SimVentions,https://app.joinhandshake.com/jobs/11092235,2026-06-05 20:44:46
,FAILED,External Application,SimVentions,https://app.joinhandshake.com/jobs/11092235,2026-06-05 20:44:55
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11009361,2026-06-05 20:45:04
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11009361,2026-06-05 20:45:07
SUCCESS,,Applied,Serene_Bio_Inc,https://app.joinhandshake.com/jobs/11031583,2026-06-05 20:45:38
,FAILED,Submission failed (no confirmation),Serene_Bio_Inc,https://app.joinhandshake.com/jobs/11031583,2026-06-05 20:45:45
,FAILED,External Application,The_Marketing_Advantage_Inc,https://app.joinhandshake.com/jobs/11095952,2026-06-05 20:45:50
,FAILED,External Application,The_Marketing_Advantage_Inc,https://app.joinhandshake.com/jobs/11095952,2026-06-05 20:45:56
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10821960,2026-06-05 20:46:07
,FAILED,Submission failed (no confirmation),Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10821960,2026-06-05 20:46:17
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10849837,2026-06-05 20:46:24
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10849837,2026-06-05 20:46:28
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10839614,2026-06-05 20:46:41
,FAILED,Submission failed (no confirmation),Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10839614,2026-06-05 20:46:50
SUCCESS,,Applied,equitar,https://app.joinhandshake.com/jobs/10788685,2026-06-05 20:46:57
,FAILED,Already Applied,equitar,https://app.joinhandshake.com/jobs/10788685,2026-06-05 20:47:01
,FAILED,External Application,Fairfax_County_Government,https://app.joinhandshake.com/jobs/11086505,2026-06-05 20:47:09
,FAILED,External Application,Fairfax_County_Government,https://app.joinhandshake.com/jobs/11086505,2026-06-05 20:47:12
SUCCESS,,Applied,DVA_Consulting,https://app.joinhandshake.com/jobs/11068792,2026-06-05 20:47:26
,FAILED,Submission failed (no confirmation),DVA_Consulting,https://app.joinhandshake.com/jobs/11068792,2026-06-05 20:47:33
,FAILED,Broken Job Page,Asia_Internship,https://app.joinhandshake.com/jobs/11070133,2026-06-05 20:47:38
,FAILED,Broken Job Page,Asia_Internship,https://app.joinhandshake.com/jobs/11070133,2026-06-05 20:47:46
,FAILED,Broken Job Page,ITTIA,https://app.joinhandshake.com/jobs/10898693,2026-06-05 20:47:50
,FAILED,Broken Job Page,ITTIA,https://app.joinhandshake.com/jobs/10898693,2026-06-05 20:47:58
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10933741,2026-06-05 20:48:02
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10933741,2026-06-05 20:48:10
,FAILED,Broken Job Page,Source_creative_office_interiors,https://app.joinhandshake.com/jobs/11070797,2026-06-05 20:48:14
,FAILED,Broken Job Page,Source_creative_office_interiors,https://app.joinhandshake.com/jobs/11070797,2026-06-05 20:48:24
,FAILED,Broken Job Page,HealthNet_Aeromedical_Services_Inc,https://app.joinhandshake.com/jobs/11044035,2026-06-05 20:48:27
,FAILED,Broken Job Page,HealthNet_Aeromedical_Services_Inc,https://app.joinhandshake.com/jobs/11044035,2026-06-05 20:48:36
,FAILED,Broken Job Page,MulticoreWare_Inc.,https://app.joinhandshake.com/jobs/11039770,2026-06-05 20:48:39
,FAILED,Broken Job Page,MulticoreWare_Inc.,https://app.joinhandshake.com/jobs/11039770,2026-06-05 20:48:48
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10855216,2026-06-05 20:48:51
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10855216,2026-06-05 20:49:00
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10960323,2026-06-05 20:49:04
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10960323,2026-06-05 20:49:12
,FAILED,Broken Job Page,Google_Inc.,https://app.joinhandshake.com/jobs/11006879,2026-06-05 20:49:16
,FAILED,Broken Job Page,Google_Inc.,https://app.joinhandshake.com/jobs/11006879,2026-06-05 20:49:24
,FAILED,Broken Job Page,Epic,https://app.joinhandshake.com/jobs/10824070,2026-06-05 20:49:29
,FAILED,Broken Job Page,Epic,https://app.joinhandshake.com/jobs/10824070,2026-06-05 20:49:36
,FAILED,Broken Job Page,Montgomery_County_Land_Bank,https://app.joinhandshake.com/jobs/11084245,2026-06-05 20:49:41
,FAILED,Broken Job Page,Montgomery_County_Land_Bank,https://app.joinhandshake.com/jobs/11084245,2026-06-05 20:49:48
,FAILED,Broken Job Page,Smart_Start,https://app.joinhandshake.com/jobs/11099644,2026-06-05 20:49:53
,FAILED,Broken Job Page,Smart_Start,https://app.joinhandshake.com/jobs/11099644,2026-06-05 20:50:01
,FAILED,Broken Job Page,Navy_Federal_Credit_Union,https://app.joinhandshake.com/jobs/11048101,2026-06-05 20:50:05
,FAILED,Broken Job Page,Navy_Federal_Credit_Union,https://app.joinhandshake.com/jobs/11048101,2026-06-05 20:50:13
,FAILED,Broken Job Page,Beagle_TechnologyInc,https://app.joinhandshake.com/jobs/11043207,2026-06-05 20:50:17
,FAILED,Broken Job Page,Beagle_TechnologyInc,https://app.joinhandshake.com/jobs/11043207,2026-06-05 20:50:25
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10839625,2026-06-05 20:50:30
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10839625,2026-06-05 20:50:37
,FAILED,Broken Job Page,Morgan_State_University_-_NIST_PREP_Program,https://app.joinhandshake.com/jobs/11067458,2026-06-05 20:50:42
,FAILED,Broken Job Page,Morgan_State_University_-_NIST_PREP_Program,https://app.joinhandshake.com/jobs/11067458,2026-06-05 20:50:49
,FAILED,Broken Job Page,Neurohire.ai,https://app.joinhandshake.com/jobs/11039503,2026-06-05 20:50:54
,FAILED,Broken Job Page,Neurohire.ai,https://app.joinhandshake.com/jobs/11039503,2026-06-05 20:51:01
,FAILED,Broken Job Page,Fairbanks_Morse_Defense,https://app.joinhandshake.com/jobs/11084249,2026-06-05 20:51:06
,FAILED,Broken Job Page,Fairbanks_Morse_Defense,https://app.joinhandshake.com/jobs/11084249,2026-06-05 20:51:14
,FAILED,Broken Job Page,Uber_AI_Solutions,https://app.joinhandshake.com/jobs/11015545,2026-06-05 20:51:18
,FAILED,Broken Job Page,Uber_AI_Solutions,https://app.joinhandshake.com/jobs/11015545,2026-06-05 20:51:26
,FAILED,Broken Job Page,WebFX,https://app.joinhandshake.com/jobs/10649267,2026-06-05 20:51:30
,FAILED,Broken Job Page,WebFX,https://app.joinhandshake.com/jobs/10649267,2026-06-05 20:51:38
,FAILED,Broken Job Page,Yard_Farmin,https://app.joinhandshake.com/jobs/11046144,2026-06-05 20:51:43
,FAILED,Broken Job Page,Yard_Farmin,https://app.joinhandshake.com/jobs/11046144,2026-06-05 20:51:50
,FAILED,Broken Job Page,Sain_Technologies,https://app.joinhandshake.com/jobs/10686771,2026-06-05 20:51:55
,FAILED,Broken Job Page,Sain_Technologies,https://app.joinhandshake.com/jobs/10686771,2026-06-05 20:52:02
,FAILED,Broken Job Page,Cooperative_Producers_Inc,https://app.joinhandshake.com/jobs/11040748,2026-06-05 20:52:07
,FAILED,Broken Job Page,Cooperative_Producers_Inc,https://app.joinhandshake.com/jobs/11040748,2026-06-05 20:52:14
,FAILED,Broken Job Page,CGTech,https://app.joinhandshake.com/jobs/11092763,2026-06-05 20:52:19
,FAILED,Broken Job Page,CGTech,https://app.joinhandshake.com/jobs/11092763,2026-06-05 20:52:27
,FAILED,Broken Job Page,Regala_AI,https://app.joinhandshake.com/jobs/11062973,2026-06-05 20:52:31
,FAILED,Broken Job Page,Regala_AI,https://app.joinhandshake.com/jobs/11062973,2026-06-05 20:52:40
,FAILED,Broken Job Page,Future_AGI,https://app.joinhandshake.com/jobs/10960833,2026-06-05 20:52:43
,FAILED,Broken Job Page,Future_AGI,https://app.joinhandshake.com/jobs/10960833,2026-06-05 20:52:52
,FAILED,Broken Job Page,United_States_District_and_Bankruptcy_Courts_for_the_District_of_Columbia,https://app.joinhandshake.com/jobs/10782254,2026-06-05 20:52:56
,FAILED,Broken Job Page,United_States_District_and_Bankruptcy_Courts_for_the_District_of_Columbia,https://app.joinhandshake.com/jobs/10782254,2026-06-05 20:53:04
,FAILED,Broken Job Page,Cognizant,https://app.joinhandshake.com/jobs/10920843,2026-06-05 20:53:08
,FAILED,Broken Job Page,Cognizant,https://app.joinhandshake.com/jobs/10920843,2026-06-05 20:53:16
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10849843,2026-06-05 20:53:20
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10849843,2026-06-05 20:53:28
,FAILED,Broken Job Page,Uber_AI_Solutions,https://app.joinhandshake.com/jobs/11069578,2026-06-05 20:53:32
,FAILED,Broken Job Page,Uber_AI_Solutions,https://app.joinhandshake.com/jobs/11069578,2026-06-05 20:53:40
,FAILED,Broken Job Page,Tandigm_Health,https://app.joinhandshake.com/jobs/11106803,2026-06-05 20:53:44
,FAILED,Broken Job Page,Tandigm_Health,https://app.joinhandshake.com/jobs/11106803,2026-06-05 20:53:52
,FAILED,Broken Job Page,Neurohire.ai,https://app.joinhandshake.com/jobs/11034494,2026-06-05 20:53:57
,FAILED,Broken Job Page,Neurohire.ai,https://app.joinhandshake.com/jobs/11034494,2026-06-05 20:54:04
,FAILED,Broken Job Page,DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11063310,2026-06-05 20:54:09
,FAILED,Broken Job Page,DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11063310,2026-06-05 20:54:17
,FAILED,Broken Job Page,ProMazo,https://app.joinhandshake.com/jobs/11091134,2026-06-05 20:54:21
,FAILED,Broken Job Page,ProMazo,https://app.joinhandshake.com/jobs/11091134,2026-06-05 20:54:29
,FAILED,Broken Job Page,Sain_Technologies,https://app.joinhandshake.com/jobs/10686793,2026-06-05 20:54:33
,FAILED,Broken Job Page,Sain_Technologies,https://app.joinhandshake.com/jobs/10686793,2026-06-05 20:54:41
,FAILED,Broken Job Page,CreditAssociates_LLC,https://app.joinhandshake.com/jobs/11091929,2026-06-05 20:54:45
,FAILED,Broken Job Page,CreditAssociates_LLC,https://app.joinhandshake.com/jobs/11091929,2026-06-05 20:54:54
,FAILED,Broken Job Page,Systems_Integration_Inc.,https://app.joinhandshake.com/jobs/10386715,2026-06-05 20:54:57
,FAILED,Broken Job Page,Systems_Integration_Inc.,https://app.joinhandshake.com/jobs/10386715,2026-06-05 20:55:05
,FAILED,Broken Job Page,Johns_Hopkins_University_Applied_Physics_Laboratory,https://app.joinhandshake.com/jobs/10887494,2026-06-05 20:55:10
,FAILED,Broken Job Page,Johns_Hopkins_University_Applied_Physics_Laboratory,https://app.joinhandshake.com/jobs/10887494,2026-06-05 20:55:17
,FAILED,Broken Job Page,Weld_County_Government,https://app.joinhandshake.com/jobs/11096738,2026-06-05 20:55:22
,FAILED,Broken Job Page,Weld_County_Government,https://app.joinhandshake.com/jobs/11096738,2026-06-05 20:55:30
,FAILED,Broken Job Page,Nan_Ya_Plastics_Corporation_America,https://app.joinhandshake.com/jobs/11020266,2026-06-05 20:55:34
,FAILED,Broken Job Page,Nan_Ya_Plastics_Corporation_America,https://app.joinhandshake.com/jobs/11020266,2026-06-05 20:55:42
,FAILED,Broken Job Page,Sain_Technologies,https://app.joinhandshake.com/jobs/10686753,2026-06-05 20:55:46
,FAILED,Broken Job Page,Sain_Technologies,https://app.joinhandshake.com/jobs/10686753,2026-06-05 20:55:54
,FAILED,Broken Job Page,Global_ETS,https://app.joinhandshake.com/jobs/11057355,2026-06-05 20:55:58
,FAILED,Broken Job Page,Global_ETS,https://app.joinhandshake.com/jobs/11057355,2026-06-05 20:56:06
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10949353,2026-06-05 20:56:10
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10949353,2026-06-05 20:56:18
,FAILED,Broken Job Page,TetraMem_Inc.,https://app.joinhandshake.com/jobs/11055669,2026-06-05 20:56:22
,FAILED,Broken Job Page,TetraMem_Inc.,https://app.joinhandshake.com/jobs/11055669,2026-06-05 20:56:30
,FAILED,Broken Job Page,Veeva_Systems,https://app.joinhandshake.com/jobs/11090453,2026-06-05 20:56:34
,FAILED,Broken Job Page,Veeva_Systems,https://app.joinhandshake.com/jobs/11090453,2026-06-05 20:56:42
,FAILED,Broken Job Page,Schneider_Innovations,https://app.joinhandshake.com/jobs/11072451,2026-06-05 20:56:46
,FAILED,Broken Job Page,Schneider_Innovations,https://app.joinhandshake.com/jobs/11072451,2026-06-05 20:56:54
,FAILED,Broken Job Page,Fovus_Corporation,https://app.joinhandshake.com/jobs/10978416,2026-06-05 20:56:58
,FAILED,Broken Job Page,Fovus_Corporation,https://app.joinhandshake.com/jobs/10978416,2026-06-05 20:57:06
,FAILED,Broken Job Page,MCC_Economics_and_Finance,https://app.joinhandshake.com/jobs/11031861,2026-06-05 20:57:10
,FAILED,Broken Job Page,MCC_Economics_and_Finance,https://app.joinhandshake.com/jobs/11031861,2026-06-05 20:57:18
,FAILED,Broken Job Page,Morgan_State_University_-_NIST_PREP_Program,https://app.joinhandshake.com/jobs/11068731,2026-06-05 20:57:23
,FAILED,Broken Job Page,Morgan_State_University_-_NIST_PREP_Program,https://app.joinhandshake.com/jobs/11068731,2026-06-05 20:57:30
,FAILED,Broken Job Page,Preference_Model,https://app.joinhandshake.com/jobs/10964904,2026-06-05 20:57:35
,FAILED,Broken Job Page,Preference_Model,https://app.joinhandshake.com/jobs/10964904,2026-06-05 20:57:42
,FAILED,Broken Job Page,Harmony,https://app.joinhandshake.com/jobs/10798171,2026-06-05 20:57:47
,FAILED,Broken Job Page,Harmony,https://app.joinhandshake.com/jobs/10798171,2026-06-05 20:57:54
,FAILED,Broken Job Page,Luna_Data_Solutions,https://app.joinhandshake.com/jobs/11057853,2026-06-05 20:57:59
,FAILED,Broken Job Page,Luna_Data_Solutions,https://app.joinhandshake.com/jobs/11057853,2026-06-05 20:58:06
,FAILED,Broken Job Page,AMETEK,https://app.joinhandshake.com/jobs/10840909,2026-06-05 20:58:11
,FAILED,Broken Job Page,AMETEK,https://app.joinhandshake.com/jobs/10840909,2026-06-05 20:58:18
,FAILED,Broken Job Page,Black_Sesame_Technologies,https://app.joinhandshake.com/jobs/10985408,2026-06-05 20:58:23
,FAILED,Broken Job Page,Black_Sesame_Technologies,https://app.joinhandshake.com/jobs/10985408,2026-06-05 20:58:30
,FAILED,Broken Job Page,equitar,https://app.joinhandshake.com/jobs/10788704,2026-06-05 20:58:36
,FAILED,Broken Job Page,equitar,https://app.joinhandshake.com/jobs/10788704,2026-06-05 20:58:42
,FAILED,Broken Job Page,Sage_Ag_Inc.,https://app.joinhandshake.com/jobs/11088781,2026-06-05 20:58:48
,FAILED,Broken Job Page,Sage_Ag_Inc.,https://app.joinhandshake.com/jobs/11088781,2026-06-05 20:58:54
,FAILED,Broken Job Page,TAMUCC_Career_and_Professional_Development_Center,https://app.joinhandshake.com/jobs/11041140,2026-06-05 20:59:00
,FAILED,Broken Job Page,TAMUCC_Career_and_Professional_Development_Center,https://app.joinhandshake.com/jobs/11041140,2026-06-05 20:59:06
,FAILED,Broken Job Page,Brown_Technologies_Incorporated,https://app.joinhandshake.com/jobs/11035724,2026-06-05 20:59:12
,FAILED,Broken Job Page,Brown_Technologies_Incorporated,https://app.joinhandshake.com/jobs/11035724,2026-06-05 20:59:18
,FAILED,Broken Job Page,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10994380,2026-06-05 20:59:24
